883587	ISC	1959-12-28 07:20:40	52.37	160.43	39.6	6.4	1	
883583	ISC	1959-12-27 15:53:00	55.95	162.75	26.8	6.6	1	
883582	ISC	1959-12-27 12:39:12	-28.10	-63.05	593.8	6.0	1	
883561	ISC	1959-12-26 18:19:16	59.68	-151.22	45.0	6.3	1	
883559	ISS	1959-12-26 12:11:10	-51.67	101.50	0.0	0.0	1	
883540	ISS	1959-12-24 07:16:28	-39.05	78.01	0.0	0.0	1	
883533	ISC	1959-12-23 09:29:01	37.60	14.41	40.0	0.0	3	
883520	ISC	1959-12-21 11:19:19	13.79	51.73	15.0	6.6	2	
883517	JMA	1959-12-21 04:54:02	33.60	133.90	0.0	0.0	1	
883464	ISC	1959-12-14 23:22:03	-59.94	-26.27	25.0	7.0	1	
883429	ISC	1959-12-08 13:34:02	41.33	44.06	15.0	5.6	1	
883384	ISC	1959-12-01 12:38:49	37.80	20.22	15.0	5.5	3	
883382	ISC	1959-11-30 15:18:41	59.47	-151.62	35.0	0.0	1	
883378	CGS	1959-11-29 19:17:40	-57.00	-147.50	0.0	0.0	1	
883330	ISC	1959-11-22 16:26:39	-54.80	-136.26	15.0	5.8	1	
883309	ISC	1959-11-19 11:08:50	-5.84	146.61	133.1	7.0	1	
883288	ISC	1959-11-15 17:08:47	37.84	20.57	15.0	6.7	9	
883287	ISC	1959-11-15 10:25:18	38.78	75.31	47.8	5.9	1	
883257	BCIS	1959-11-09 04:18:53	-57.00	-136.00	0.0	0.0	1	
17288196	ISC	1959-11-08 13:55:03	43.97	140.74	30.0	6.5	1	
883244	ISC	1959-11-07 02:32:10	36.26	2.60	15.0	5.0	1	
883208	BCIS	1959-11-02 01:18:00	-33.50	136.50	0.0	0.0	1	
883190	ISC	1959-10-30 04:00:30	65.90	136.88	15.0	5.3	4	
883184	ISC	1959-10-29 14:30:27	42.73	131.16	561.7	6.3	1	
883170	ISC	1959-10-26 07:35:11	37.47	143.01	20.0	6.6	2	
883166	ISC	1959-10-25 15:57:55	39.18	41.60	15.0	5.1	1	
883162	ISC	1959-10-24 23:40:38	41.66	69.85	15.0	5.9	1	
883127	ISS	1959-10-17 08:35:00	-57.33	-160.95	0.0	0.0	1	
883058	ISC	1959-10-07 08:30:45	40.87	19.84	20.0	5.8	3	
883052	ISC	1959-10-05 20:34:08	40.74	19.73	20.0	5.5	3	
883050	ISC	1959-10-05 18:27:50	83.65	113.76	15.0	5.4	2	
883048	ISC	1959-10-05 17:56:26	83.43	114.89	15.0	5.6	2	
883016	ISC	1959-09-29 15:32:04	-28.79	-176.69	35.0	6.5	1	
882994	ISC	1959-09-25 02:36:52	21.96	121.40	20.0	6.5	1	
882985	ISC	1959-09-23 22:23:11	35.58	138.38	15.0	5.4	3	
882968	ISC	1959-09-20 06:08:04	-13.63	-111.67	15.0	5.7	1	
882916	ISC	1959-09-15 11:05:38	-21.81	-179.41	593.5	6.5	2	
882906	ISC	1959-09-14 22:23:58	-28.76	-177.27	25.0	6.1	1	
882896	ISC	1959-09-14 14:09:46	-28.84	-177.21	35.0	7.4	2	
882875	ISC	1959-09-12 11:24:32	-9.69	156.36	20.0	6.0	1	
882839	ISC	1959-09-08 10:03:28	36.41	140.90	45.0	5.9	1	
882787	ISC	1959-08-30 23:36:44	52.76	107.15	15.0	5.0	1	
882766	ISC	1959-08-29 17:03:15	52.73	107.09	10.0	6.6	5
882751	ISC	1959-08-28 15:52:15	-17.26	167.49	15.0	5.7	1	
882734	ISC	1959-08-26 08:25:37	18.22	-94.42	31.0	6.3	6
882724	ISC	1959-08-24 21:30:56	-10.66	161.56	35.0	6.7	2	
882720	ISC	1959-08-24 15:41:43	-10.43	161.41	15.0	5.2	1	
882715	ISC	1959-08-23 22:21:32	35.58	-3.20	15.0	5.0	1	
882681	ISC	1959-08-19 04:04:07	44.82	-111.66	15.0	5.8	3	
882678	ISC	1959-08-18 15:26:10	44.81	-110.86	10.0	6.4	2	
882677	ISC	1959-08-18 11:03:51	44.86	-110.75	15.0	5.4	2	
882676	ISC	1959-08-18 08:41:51	44.94	-110.75	15.0	6.0	2	
882675	ISC	1959-08-18 07:56:21	45.10	-110.80	10.0	6.5	2	
882674	CGS	1959-08-18 07:54:32	45.00	-111.00	0.0	0.0	1	
882673	ISC	1959-08-18 06:37:20	44.63	-110.89	10.0	7.6	77
882670	ISC	1959-08-18 00:34:03	22.06	121.55	174.6	6.2	3	
882668	ISC	1959-08-17 21:04:48	-7.78	156.33	25.0	7.1	2	
882665	BCIS	1959-08-17 08:25:16	22.50	121.00	0.0	0.0	1	
882659	ISC	1959-08-17 01:33:18	41.02	19.81	20.0	6.1	3	
882641	ISC	1959-08-15 08:57:06	22.08	121.11	25.0	7.3	5	
882619	ISC	1959-08-11 21:49:46	-11.21	163.01	15.0	5.4	1	
882593	ISC	1959-08-08 00:47:42	54.87	162.79	25.0	6.0	1	
882591	ISC	1959-08-07 21:45:30	56.28	-153.63	25.0	5.4	1	
882587	ISC	1959-08-07 10:43:35	56.16	-153.64	25.0	5.4	1	
882573	PAS	1959-08-04 18:25:22	33.95	-115.67	0.0	4.1	1	
882570	CGS	1959-08-04 07:36:59	37.35	-118.55	0.0	5.2	1	
882525	ISC	1959-07-25 21:20:34	36.75	140.71	83.3	5.0	1	
882471	ISC	1959-07-20 02:41:08	-5.72	111.39	500.0	6.4	1	
882468	ISC	1959-07-19 15:06:15	-15.21	-70.37	200.7	7.0	3	
882465	ISC	1959-07-18 19:55:03	15.72	120.61	150.0	6.6	3	
882455	ISC	1959-07-16 19:14:01	-21.01	167.89	25.0	5.6	1	
882448	ISC	1959-07-14 22:31:25	-0.07	119.82	25.0	5.3	1	
882446	BCIS	1959-07-14 18:20:41	-21.00	-179.00	700.0	0.0	1	
882442	ISC	1959-07-14 13:00:21	-16.26	172.97	15.0	0.0	1	
882435	ISC	1959-07-13 12:28:51	51.87	-171.97	30.0	6.0	1	
882415	ISC	1959-07-09 16:05:26	-20.30	-68.59	111.0	6.8	1	
882399	ISC	1959-07-06 09:23:34	-26.61	-62.32	623.5	6.9	1	
882398	ISC	1959-07-06 09:10:24	-26.72	-62.20	629.2	6.8	1	
882375	CGS	1959-07-01 23:49:24	35.20	-119.05	0.0	4.7	1	
882346	ISC	1959-06-27 19:04:40	-33.31	179.98	162.6	6.8	2	
882345	CGS	1959-06-27 16:22:11	34.03	-116.85	0.0	4.0	1	
882341	ISC	1959-06-26 13:44:42	45.99	26.74	35.0	4.9	4	
882316	ISC	1959-06-23 15:04:38	39.11	-119.12	15.0	5.5	3	
882314	ISC	1959-06-23 14:35:04	39.03	-118.93	15.0	5.3	5	
882303	CGS	1959-06-21 22:11:51	-11.50	167.00	0.0	0.0	1	
882281	ISC	1959-06-18 15:58:40	54.27	159.90	10.0	6.6	7	
882280	ISC	1959-06-18 15:31:30	54.10	159.95	10.0	7.0	1	
882278	ISC	1959-06-18 06:50:47	-55.49	-129.25	15.0	5.8	2	
882240	ISC	1959-06-14 00:12:06	-20.41	-68.86	109.2	7.4	4	
882236	ISC	1959-06-13 21:56:45	46.50	12.76	15.0	0.0	1	
882231	ISC	1959-06-13 12:01:54	34.79	32.49	15.0	5.5	2	
882223	CGS	1959-06-12 11:03:13	33.50	-116.77	0.0	4.0	1	
882208	ISC	1959-06-10 04:16:08	35.48	23.55	35.0	5.0	4	
882135	ISC	1959-05-31 12:15:46	45.75	27.50	15.0	5.0	4	
882123	ISC	1959-05-29 10:42:53	-19.19	168.84	97.6	6.5	1	
882108	ISC	1959-05-27 20:38:28	45.70	20.98	15.0	5.0	1	
882094	ISC	1959-05-26 04:13:05	27.10	127.40	101.7	6.6	2	
882086	ISC	1959-05-24 19:17:41	17.45	-97.15	65.0	6.6	4	
882076	ISC	1959-05-22 06:57:13	-41.08	174.41	65.0	6.0	2	
882062	ISC	1959-05-20 19:49:16	41.90	42.00	15.0	5.1	2	
882058	ISC	1959-05-20 11:26:29	32.44	137.08	405.0	0.0	1	
882054	ISC	1959-05-20 00:50:07	-23.06	-114.08	15.0	0.0	1	
882045	CGS	1959-05-18 06:12:56	-36.00	148.00	0.0	0.0	5	
882036	BCIS	1959-05-16 14:23:37	-1.50	140.00	0.0	0.0	1	
882019	ISC	1959-05-14 13:19:22	-19.08	169.82	15.0	5.2	1	
882014	ISC	1959-05-14 09:33:27	-18.76	169.90	15.0	5.3	1	
882012	ISC	1959-05-14 06:37:00	35.11	24.63	35.0	6.0	6	
881991	ISC	1959-05-12 09:46:59	-23.07	-64.91	25.0	6.4	3	
