654922	ISC	1979-12-31 06:21:34	36.16	31.53	68.5	5.7	3	
654846	ISC	1979-12-29 15:06:07	42.26	143.08	61.3	5.2	1	
301198100	BYKL	1979-12-28 22:45:24	55.41	111.49	10.0	0.0	1	
654775	ISC	1979-12-28 01:59:19	30.67	78.43	28.0	5.1	1	
654764	ISC	1979-12-27 21:16:56	42.66	41.77	35.0	4.5	2	
654752	ISC	1979-12-27 15:49:02	-1.84	135.92	35.0	5.2	1	
654675	ISC	1979-12-26 03:57:07	54.96	-2.79	7.0	4.7	9	CARLISLE1979
654584	ISC	1979-12-24 00:13:40	-29.63	-66.90	33.6	5.4	1	LARIOJA1979
654575	ISC	1979-12-23 14:09:08	59.52	18.93	10.0	3.2	1	BERGSHAMRA1979
654555	ISC	1979-12-23 04:56:58	49.88	78.75	0.0	6.2	11	KAZAKHSTAN-UNE1979P
654475	ISC	1979-12-21 11:52:59	42.64	41.80	10.0	4.5	1	
654468	ISC	1979-12-21 06:31:50	27.05	96.97	10.0	5.3	2	
654465	ISC	1979-12-21 04:41:59	49.78	78.18	0.0	4.7	6	KAZAKHSTAN-UNE1979O
654326	ISC	1979-12-18 05:47:29	43.02	-7.22	10.0	5.2	1	
654317	ISC	1979-12-17 19:58:26	-8.58	115.66	35.9	6.5	3	
654196	ISC	1979-12-15 00:02:40	-3.28	102.57	11.5	6.5	3	
654183	IASPEI	1979-12-14 18:00:00	37.14	-116.06	0.2	3.6	5	AZULTEST1979
654165	ISC	1979-12-14 09:08:53	42.27	18.79	1.3	3.7	1	
654084	ISC	1979-12-13 02:43:37	5.52	-80.48	18.5	6.0	1	
654039	ISC	1979-12-12 07:59:06	1.55	-79.31	29.9	8.1	43	COLOMBIAN1979
654009	ISC	1979-12-11 17:26:17	28.96	140.72	111.9	6.6	1	
653919	ISC	1979-12-09 09:12:05	35.17	56.83	13.8	5.6	2	
653857	ISC	1979-12-08 04:06:34	38.15	11.77	15.4	5.3	2	
653848	NEIS	1979-12-07 23:54:36	33.98	-116.70	5.0	3.3	1	
653814	ISC	1979-12-07 09:24:00	34.06	59.88	18.6	6.1	7	GHAENAT1979B
653813	ISC	1979-12-07 08:57:42	-1.35	136.56	23.0	5.5	1	
653808	NEIS	1979-12-07 05:43:35	33.01	-80.17	15.0	2.9	1	
653774	ISC	1979-12-06 09:48:56	30.03	95.47	14.1	4.8	1	
